# UK TRACK EXCHANGE FORMAT, V1.0
# Lat,Long,DTG,UnitName,CaseNumber,Type,Flag,Sensor,MajorAxis,SemiMajorAxis,SemiMinorAxis,Course,Speed,Depth,Likelihood,Confidence,SuppliedBy,Provenance,InfoCutoffDate,Purpose,Classification,DistributionStatement
22.1136056, -21.7241306,19951212T101100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,279.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1139917, -21.7274139,19951212T101200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1144361, -21.7309028,19951212T101300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1148722, -21.7344389,19951212T101400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,279.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1153056, -21.7380583,19951212T101500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1157917, -21.7417472,19951212T101600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,279.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1162333, -21.74545,19951212T101700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1167056, -21.7491694,19951212T101800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,279.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1171278, -21.7529194,19951212T101900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,279.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1175694, -21.7566333,19951212T102000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1180389, -21.76035,19951212T102100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,279.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1184583, -21.7640694,19951212T102200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1189278, -21.7678278,19951212T102300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1194028, -21.7715778,19951212T102400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1198611, -21.7753306,19951212T102500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,279.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1202972, -21.7790528,19951212T102600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1207694, -21.7827778,19951212T102700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1212278, -21.7865,19951212T102800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1216917, -21.7902222,19951212T102900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,285.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1223833, -21.7937917,19951212T103000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,346.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1243139, -21.7944611,19951212T103100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,51.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1254889, -21.7923,19951212T103200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,60.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1265556, -21.7895722,19951212T103300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,60.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1277167, -21.7865972,19951212T103400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,60.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1289028, -21.783525,19951212T103500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,80.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1292806, -21.7801111,19951212T103600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,124.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1279944, -21.7773444,19951212T103700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,150.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1262639, -21.7758861,19951212T103800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,150.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1247833, -21.7746361,19951212T103900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,149.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1235194, -21.7735667,19951212T104000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,129.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1226889, -21.7721,19951212T104100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,119.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1220556, -21.7704611,19951212T104200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,126.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1213083, -21.7689528,19951212T104300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,118.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1207306, -21.7673611,19951212T104400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,76.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1209972, -21.7657333,19951212T104500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,22.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.121925, -21.7651639,19951212T104600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,330.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1227389, -21.7658472,19951212T104700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,282.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1229444, -21.7671778,19951212T104800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,251.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1226111, -21.768625,19951212T104900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,230.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1219417, -21.7698167,19951212T105000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,184.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1208917, -21.7699222,19951212T105100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,133.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1201444, -21.7687806,19951212T105200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,105.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1198528, -21.7671806,19951212T105300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,102.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1196222, -21.765575,19951212T105400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,141.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1187278, -21.7645194,19951212T105500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,202.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1176222, -21.7651889,19951212T105600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,265.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1175167, -21.7672111,19951212T105700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,329.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1187028, -21.7682361,19951212T105800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,32.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1201778, -21.7668861,19951212T105900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,98.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1199417, -21.7645889,19951212T110000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,159.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1188861, -21.7639972,19951212T110100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,157.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1178806, -21.7633833,19951212T110200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,105.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1176333, -21.7620472,19951212T110300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,40.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1186, -21.7608333,19951212T110400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,9.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1199278, -21.7605194,19951212T110500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,49.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.12075, -21.7591,19951212T110600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,121.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1202444, -21.7578917,19951212T110700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,155.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1193722, -21.7573167,19951212T110800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,155.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1184528, -21.7566917,19951212T110900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,113.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1180222, -21.7552611,19951212T111000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,58.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1185222, -21.7540639,19951212T111100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,44.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1192639, -21.7529944,19951212T111200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,71.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1195611, -21.75165,19951212T111300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,137.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1187167, -21.7505167,19951212T111400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,215.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1176444, -21.7516472,19951212T111500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,293.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1180583, -21.7530167,19951212T111600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,321.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1187778, -21.7538583,19951212T111700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1197667, -21.7543722,19951212T111800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,9.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1211278, -21.7540278,19951212T111900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,51.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1221556, -21.7521111,19951212T112000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,100.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.12185, -21.7497583,19951212T112100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,151.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1207417, -21.748875,19951212T112200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,180.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1196778, -21.7488833,19951212T112300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,182.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.118625, -21.7489444,19951212T112400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,196.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1172528, -21.7495222,19951212T112500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,236.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1162833, -21.7516222,19951212T112600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,287.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1168417, -21.7541417,19951212T112700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,334.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1186111, -21.75535,19951212T112800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
